type,times,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
Herd(internal goal) VS Herd(internal goal),1,100,100,97,97,92.15,87.5425,87.5425,84.916225,87.46371175,91.8368973375,96.428742204375,101.25017931459375,106.31268828032344,106.31268828032344,106.31268828032344,109.50206892873315,114.97717237516981,120.7260309939283,120.7260309939283,126.76233254362472,133.10044917080597,146.41049408788658,161.05154349667524,177.15669784634275,194.87236763097704,214.35960439407475,235.79556483348222,235.79556483348222,235.79556483348222,249.94329872349115,274.9376285958403,302.4313914554243,332.67453060096676,352.63500243702475,387.89850268072723,426.68835294879995,469.35718824367996,516.292907068048,567.9221977748527,624.714417552338,687.1858593075717,755.9044452383289,831.4948897621617,831.4948897621617,806.5500430692969,766.222540915832,727.9114138700404,691.5158431765384,656.9400510177114,624.0930484668258,592.8883960434846,563.2439762413104,535.0817774292449,508.3276885577826,482.9113041298935,458.76573892339883,435.82745197722886,435.82745197722886,414.0360793783674,393.334275409449,373.66756163897657,336.3008054750789,302.67072492757103,272.4036524348139,245.16328719133253,220.6469584721993,220.6469584721993,231.67930639580925,238.62968558768353,238.62968558768353,224.3119044524225,210.85319018527716,189.76787116674944,170.7910840500745,153.71197564506704,138.34077808056034,124.5067002725043,112.05603024525388,100.85042722072849,90.76538449865564,81.68884604879007,73.51996144391106,66.16796529951995,59.55116876956795,53.59605189261116,48.23644670335004,43.41280203301503,43.41280203301503,43.41280203301503,43.41280203301503,44.71518609400548,44.71518609400548,44.71518609400548,42.032274928365155,42.032274928365155,42.032274928365155,42.032274928365155,43.29324317621611,44.59204047150259,44.59204047150259,41.916518043212434
Herd(internal goal) VS Herd(internal goal),2,100,100,95,90.25,85.7375,81.450625,81.450625,81.450625,79.00710625,75.05675093750001,71.30391339062501,67.73871772109376,67.73871772109376,65.70655618946095,65.70655618946095,63.735359503777126,63.735359503777126,65.64742028889044,65.64742028889044,68.92979130333497,72.37628086850171,79.61390895535187,84.39074349267298,81.8590211878928,79.40325055225601,79.40325055225601,79.40325055225601,75.43308802464321,71.66143362341106,68.0783619422405,68.0783619422405,66.03601108397329,64.0549307514541,62.133282828910474,62.133282828910474,65.8612797986451,72.44740777850961,72.44740777850961,72.44740777850961,79.69214855636058,87.66136341199663,96.4274997531963,96.4274997531963,102.21314973838808,108.34593872269137,119.18053259496051,119.18053259496051,113.22150596521249,107.56043066695186,102.18240913360427,97.07328867692405,92.21962424307785,89.45303551578552,86.76944445031195,91.97561111733067,101.17317222906374,111.29048945197012,111.29048945197012,107.95177476841101,104.71322152535868,104.71322152535868,98.43042823383716,92.52460253980693,86.97312638741852,81.7547388041734,81.7547388041734,81.7547388041734,84.20738096829861,86.73360239734757,86.73360239734757,89.33561046926799,93.80239099273139,93.80239099273139,88.1742475331675,82.88379268117745,77.9107651203068,73.2361192130884,68.8419520603031,68.8419520603031,68.8419520603031,70.90721062211219,73.03442694077556,73.03442694077556,68.65236132432902,64.53321964486928,64.53321964486928,64.53321964486928,64.53321964486928,64.53321964486928,64.53321964486928,64.53321964486928,64.53321964486928,64.53321964486928,64.53321964486928,64.53321964486928,66.46921623421535,62.48106326016243,62.48106326016243,62.48106326016243,62.48106326016243,62.48106326016243
Herd(internal goal) VS Herd(internal goal),3,100,100,100,105,110.25,115.7625,121.550625,127.62815624999999,134.00956406249998,140.71004226562496,147.7455443789062,155.13282159785152,155.13282159785152,155.13282159785152,155.13282159785152,155.13282159785152,147.37618051795894,147.37618051795894,147.37618051795894,147.37618051795894,142.95489510242018,135.80715034729917,131.7329358368802,125.14628904503618,118.88897459278438,112.94452586314516,107.2972995699879,101.9324345914885,96.83581286191408,91.99402221881837,87.39432110787746,83.0246050524836,78.87337479985942,74.92970605986645,74.92970605986645,74.92970605986645,79.42548842345843,87.36803726580428,96.10484099238471,105.71532509162319,116.28685760078551,127.91554336086406,140.70709769695048,140.70709769695048,140.70709769695048,154.77780746664553,170.2555882133101,187.2811470346411,206.0092617381052,226.61018791191572,249.27120670310728,274.198327373418,301.6181601107598,331.7799761218358,331.7799761218358,321.8265768381807,312.1717795330353,296.5631905563835,281.7350310285643,267.6482794771361,254.2658655032793,228.83927895295136,205.95535105765623,185.3598159518906,166.82383435670152,150.14145092103138,135.12730582892823,135.12730582892823,127.01966747919253,127.01966747919253,114.31770073127328,102.88593065814595,92.59733759233136,83.33760383309823,75.0038434497884,67.50345910480956,63.45325155852099,59.64605646500973,56.06729307710914,56.06729307710914,56.06729307710914,56.06729307710914,52.70325549248259,49.54106016293363,46.56859655315761,46.56859655315761,46.56859655315761,47.96565444975234,49.40462408324491,50.88676280574226,45.79808652516803,43.05020133365795,43.05020133365795,44.34170737366769,45.67195859487772,45.67195859487772,42.931641079185056,40.35574261443395,40.35574261443395,40.35574261443395,40.35574261443395
Herd(internal goal) VS Herd(internal goal),4,100,105,108.15,113.5575,119.235375,115.65831375,109.87539806250001,109.87539806250001,104.38162815937501,99.16254675140627,94.20441941383595,94.20441941383595,89.49419844314416,85.01948852098695,80.7685140949376,76.73008839019072,72.89358397068118,69.24890477214711,67.1714376289827,67.1714376289827,69.18658075785218,73.33777560332331,77.7380421395227,82.40232466789406,90.64255713468347,99.70681284815181,99.70681284815181,96.71560846270725,93.81414020882603,89.12343319838473,84.6672615384655,84.6672615384655,84.6672615384655,82.12724369231154,79.6634263815422,77.27352359009593,77.27352359009593,77.27352359009593,74.95531788239306,71.20755198827341,69.0713254286252,69.0713254286252,69.0713254286252,69.0713254286252,69.0713254286252,69.0713254286252,69.0713254286252,69.0713254286252,73.21560495434271,77.60854125160327,82.26505372669946,90.49155909936941,99.54071500930635,109.49478651023699,109.49478651023699,120.44426516126069,132.48869167738675,132.48869167738675,145.73756084512542,160.31131692963797,176.34244862260175,185.15957105373184,185.15957105373184,185.15957105373184,174.04999679050792,156.64499711145712,140.9804974003114,126.88244766028026,114.19420289425224,102.77478260482701,92.49730434434431,83.24757390990989,74.92281651891889,67.430534867027,63.38470277500539,59.58162060850506,61.36906922676022,61.36906922676022,61.36906922676022,57.686925073154605,57.686925073154605,57.686925073154605,59.41753282534924,59.41753282534924,59.41753282534924,62.3884094666167,64.26006175061521,60.404458045578295,56.7801905628436,53.37337912907299,53.37337912907299,53.37337912907299,53.37337912907299,53.37337912907299,53.37337912907299,50.17097638132861,50.17097638132861,51.676105672768465,51.676105672768465,48.57553933240236,48.57553933240236
Herd(internal goal) VS Herd(internal goal),5,100,103,103,106.09,111.39450000000001,116.96422500000001,122.81243625000002,128.95305806250002,128.95305806250002,128.95305806250002,128.95305806250002,132.82164980437503,136.80629929850627,132.70211031955108,128.72104700996454,132.58267842026348,132.58267842026348,128.60519806765558,122.1749381642728,116.06619125605916,110.26288169325619,104.74973760859338,104.74973760859338,99.5122507281637,94.53663819175551,89.80980628216774,85.31931596805936,81.05335016965638,77.00068266117357,73.15064852811489,69.49311610170915,66.01846029662369,69.97956791442111,74.17834198928638,81.59617618821503,89.75579380703653,98.73137318774018,108.60451050651419,108.60451050651419,108.60451050651419,119.46496155716561,131.41145771288217,144.5526034841704,159.00786383258742,174.90865021584617,185.40316922879694,203.94348615167664,224.3378347668443,246.77161824352874,271.4487800678816,298.59365807466975,328.45302388213673,328.45302388213673,348.16020531506496,382.9762258465714,421.27384843122854,463.4012332743514,509.74135660178655,560.7154922619652,616.7870414881618,678.465745636978,712.3890329188268,712.3890329188268,712.3890329188268,641.1501296269441,577.0351166642497,519.3316049978247,467.3984444980422,420.658600048238,378.5927400434142,378.5927400434142,340.73346603907277,306.6601194351655,275.99410749164895,248.39469674248406,223.55522706823564,201.19970436141207,181.07973392527086,162.97176053274376,146.6745844794694,132.00712603152246,118.8064134283702,106.92577208553318,96.23319487697987,86.60987538928188,77.9488878503537,70.15399906531833,63.1385991587865,56.824739242907846,51.14226531861706,48.07372939950004,45.18930563553003,45.18930563553003,46.544984804595934,46.544984804595934,46.544984804595934,43.75228571632018,41.12714857334097,38.65951965894051,38.65951965894051,39.81930524870872
Herd(internal goal) VS Herd(internal goal),6,100,103,108.15,113.5575,116.964225,122.81243625,126.49680933750001,122.70190505737501,126.38296220909626,132.70211031955108,139.33721583552864,146.30407662730508,146.30407662730508,146.30407662730508,153.61928045867035,161.30024448160387,169.36525670568406,169.36525670568406,177.83351954096827,186.72519551801668,196.0614552939175,215.66760082330927,237.2343609056402,237.2343609056402,237.2343609056402,260.9577969962042,260.9577969962042,260.9577969962042,260.9577969962042,276.61526481597645,304.2767912975741,334.7044704273315,368.17491747006466,404.9924092170711,445.4916501387782,490.040815152656,539.0448966679216,539.0448966679216,512.0926518345256,512.0926518345256,486.4880192427993,462.1636182806593,439.05543736662634,417.10266549829504,396.2475322233803,376.43515561221125,365.1421009438449,354.1878379155296,336.4784460197531,319.65452371876546,319.65452371876546,338.8337951418914,372.71717465608054,409.9888921216886,409.9888921216886,397.68922535803796,377.8047640901361,366.470621167432,366.470621167432,366.470621167432,366.470621167432,377.46473980245497,388.7886819965286,388.7886819965286,349.90981379687577,349.90981379687577,328.9152249690632,296.0237024721569,266.42133222494124,239.77919900244711,215.8012791022024,194.22115119198213,174.7990360727839,157.3191324655055,141.58721921895494,127.42849729705945,127.42849729705945,114.6856475673535,103.21708281061815,92.89537452955634,83.60583707660071,75.24525336894064,67.72072803204658,60.94865522884192,54.85378970595773,49.368410735361955,44.43156966182576,39.988412695643184,35.98957142607887,32.39061428347098,30.447177426462723,28.62034678087496,26.903125974022462,25.288938415581114,25.288938415581114,26.047606568048547,26.047606568048547,26.047606568048547,26.047606568048547,24.484750173965633,24.484750173965633
Herd(internal goal) VS Herd(internal goal),7,100,105,110.25,115.7625,121.550625,121.550625,121.550625,121.550625,125.19714375,131.4570009375,131.4570009375,124.884150890625,118.63994334609374,112.70794617878906,112.70794617878906,118.3433434877285,118.3433434877285,118.3433434877285,114.79304318309664,111.34925188760374,105.78178929322355,102.60833561442685,102.60833561442685,102.60833561442685,112.86916917586953,124.15608609345648,136.57169470280212,150.22886417308234,165.25175059039057,165.25175059039057,181.77692564942964,199.9546182143726,219.95008003580986,241.94508803939084,266.1395968433299,292.7535565276629,322.0289121804292,341.35064691125496,361.83168572593024,383.5415868694861,383.5415868694861,383.5415868694861,421.8957455564347,464.0853201120782,510.49385212328605,510.49385212328605,484.96915951712174,460.72070154126567,437.6846664642024,437.6846664642024,437.6846664642024,415.80043314099225,440.7484591294518,467.19336667721893,467.19336667721893,453.17756567690236,430.51868739305723,408.99275302340436,388.5431153722341,369.1159596036224,350.6601616234413,315.5941454610972,284.03473091498745,255.6312578234887,230.06813204113985,207.06131883702585,186.35518695332325,167.71966825799092,167.71966825799092,172.75125830573066,162.38618280738683,146.14756452664815,131.53280807398335,118.37952726658501,118.37952726658501,111.27675563058992,100.14908006753092,90.13417206077783,81.12075485470004,73.00867936923004,65.70781143230704,61.76534274636862,61.76534274636862,61.76534274636862,61.76534274636862,61.76534274636862,61.76534274636862,58.0594221815865,58.0594221815865,58.0594221815865,58.0594221815865,58.0594221815865,54.57585685069131,49.118271165622176,46.17117489568484,43.400904401943755,43.400904401943755,43.400904401943755,43.400904401943755,43.400904401943755,43.400904401943755
Herd(internal goal) VS Herd(internal goal),8,100,105,108.15,113.5575,113.5575,119.235375,119.235375,125.19714375000001,131.4570009375,138.029850984375,138.029850984375,144.93134353359375,152.17791071027344,156.74324803158163,156.74324803158163,164.58041043316072,172.80943095481877,177.99371388346333,183.33352529996722,183.33352529996722,183.33352529996722,183.33352529996722,201.66687782996394,221.83356561296034,244.01692217425636,244.01692217425636,244.01692217425636,258.65793750471175,274.17741375499446,290.6280585802941,308.0657420951118,338.8723163046229,372.7595479350852,410.0355027285937,451.0390530014531,496.1429583015984,545.7572541317583,600.3329795449341,636.3529583176302,699.9882541493932,769.9870795643326,846.9857875207658,931.6843662728425,987.585428249213,987.585428249213,957.9578654017366,929.2191294396845,882.7581729677003,882.7581729677003,971.0339902644703,1029.2960296803385,1091.0537914611589,1091.0537914611589,1091.0537914611589,1091.0537914611589,1091.0537914611589,1091.0537914611589,1091.0537914611589,1091.0537914611589,1058.3221777173242,1005.406068831458,904.8654619483123,814.378915753481,732.9410241781329,659.6469217603196,593.6822295842877,534.314006625859,480.882605963273,432.7943453669457,389.51491083025115,350.563419747226,315.5070777725034,283.95636999525306,255.56073299572773,230.00465969615496,207.00419372653946,186.3037743538855,167.67339691849696,150.90605722664728,135.81545150398256,122.2339063535843,110.01051571822588,99.00946414640329,89.10851773176296,80.19766595858667,80.19766595858667,75.38580600107147,70.86265764100719,63.77639187690647,57.398752689215826,51.658877420294246,51.658877420294246,51.658877420294246,46.49298967826482,41.84369071043834,37.659321639394506,33.89338947545505,30.50405052790955,27.45364547511859,24.708280927606733,23.22578407195033
Herd(internal goal) VS Herd(internal goal),9,100,105,110.25,115.7625,115.7625,109.97437500000001,106.67514375,101.3413865625,96.274317234375,91.46060137265626,86.88757130402344,82.54319273882227,78.41603310188115,74.4952314467871,70.77046987444774,67.23194638072536,63.87034906168909,60.67683160860464,58.856526660346496,58.856526660346496,58.856526660346496,58.856526660346496,62.387918259967286,66.13119335556533,70.09906495689926,67.99609300819228,67.99609300819228,72.07585858868381,79.2834444475522,87.21178889230742,87.21178889230742,87.21178889230742,87.21178889230742,87.21178889230742,92.44449622584587,97.99116599939661,95.05143101941472,90.29885946844398,90.29885946844398,90.29885946844398,90.29885946844398,87.58989368439066,84.96219687385894,82.41333096764318,79.94093103861388,77.54270310745547,77.54270310745547,82.19526529390279,90.41479182329307,99.45627100562238,109.40189810618462,120.34208791680308,132.37629670848338,145.61392637933173,160.1753190172649,176.1928509189914,193.81213601089055,213.1933496119796,234.51268457317758,257.96395303049536,283.7603483335449,297.9483657502222,312.8457840377333,322.23115755886533,331.89809228563126,331.89809228563126,311.98420674849336,311.98420674849336,311.98420674849336,280.78578607364403,252.7072074662796,227.43648671965164,204.69283804768648,184.22355424291783,165.80119881862603,149.22107893676343,134.29897104308708,120.86907393877837,108.78216654490053,97.90394989041047,88.11355490136943,88.11355490136943,88.11355490136943,82.82674160728726,74.54406744655853,67.08966070190267,63.06428105978851,59.2804241962012,55.72359874442913,55.72359874442913,52.380182819763384,52.380182819763384,53.951588304356285,53.951588304356285,50.714493006094905,50.714493006094905,50.714493006094905,50.714493006094905,50.714493006094905,50.714493006094905,52.23592779627775
Herd(internal goal) VS Herd(internal goal),10,100,100,105,110.25,115.7625,115.7625,109.97437500000001,104.47565625000001,99.25187343750001,94.28927976562501,89.57481577734376,85.09607498847657,80.84127123905274,76.79920767710011,72.95924729324511,69.31128492858286,65.84572068215373,62.553434648046036,59.42576291564373,61.208535803113044,63.044791877206436,66.82747938983883,70.83712815322916,75.08735584242291,82.5960914266652,82.5960914266652,80.11820868386525,76.11229824967198,73.82892930218182,71.61406142311637,69.46563958042287,73.63357795524824,78.05159263256314,78.05159263256314,78.05159263256314,78.05159263256314,75.71004485358625,73.43874350797867,73.43874350797867,71.23558120273931,71.23558120273931,75.50971607490366,75.50971607490366,83.06068768239403,91.36675645063343,91.36675645063343,88.62575375711442,84.19446606925871,79.98474276579577,79.98474276579577,79.98474276579577,84.78382733174352,93.26221006491788,102.58843107140967,112.84727417855063,124.1320015964057,124.1320015964057,124.1320015964057,124.1320015964057,124.1320015964057,131.57992169219006,135.52731934295576,142.30368531010356,149.41886957560874,156.88981305438918,164.73430370710864,172.97101889246406,178.16014945923797,178.16014945923797,160.34413451331417,144.30972106198277,129.8787489557845,116.89087406020604,105.20178665418544,94.6816079887669,85.2134471898902,76.69210247090118,69.02289222381106,62.12060300142995,55.908542701286954,55.908542701286954,55.908542701286954,58.703969836351305,60.46508893144185,56.83718359555534,53.426952579822014,50.22133542503269,50.22133542503269,50.22133542503269,51.727975487783674,51.727975487783674,48.62429695851665,48.62429695851665,50.08302586727215,50.08302586727215,50.08302586727215,47.07804431523582,47.07804431523582,47.07804431523582,48.49038564469289,48.49038564469289
