type,times,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
Herd(internal goal) VS Noise(internal goal),1,100,95,95,97.85,97.85,97.85,97.85,94.91449999999999,94.91449999999999,99.66022499999998,99.66022499999998,104.64323624999999,107.78253333749998,107.78253333749998,104.54905733737499,101.41258561725374,98.37020804873613,103.28871845117294,103.28871845117294,103.28871845117294,106.38738000470813,112.77062280499062,119.53686017329007,126.70907178368746,126.70907178368746,126.70907178368746,126.70907178368746,134.3116160907087,134.3116160907087,142.37031305615122,156.60734436176634,172.26807879794296,172.26807879794296,189.49488667773727,208.444375345511,220.95103786624165,220.95103786624165,214.3225067302544,207.89283152834676,220.36640142004757,220.36640142004757,209.34808134904517,203.06763890857383,196.97560974131662,196.97560974131662,208.79414632579562,208.79414632579562,221.32179510534337,234.60110281166396,234.60110281166396,227.56306972731406,220.73617763549464,220.73617763549464,214.1140923064298,207.69066953723691,207.69066953723691,201.4599494511198,201.4599494511198,213.54754641818698,226.3603992032782,239.94202315547489,247.14028385013913,247.14028385013913,247.14028385013913,232.31186681913078,218.37315480998294,218.37315480998294,205.27076552138396,184.74368896924557,184.74368896924557,184.74368896924557,184.74368896924557,173.65906763109083,156.29316086798175,156.29316086798175,156.29316086798175,160.9819556940212,169.03105347872224,174.10198508308392,179.32504463557643,161.39254017201878,145.25328615481692,136.5380889855279,128.34580364639623,120.64505542761246,113.40635210195572,106.60197097583837,100.20585271728807,100.20585271728807,90.18526744555926,90.18526744555926,84.77415139882571,76.29673625894314,68.66706263304883,68.66706263304883,70.72707451204029,63.65436706083626,63.65436706083626,59.83510503718608,53.85159453346748,53.85159453346748
Herd(internal goal) VS Noise(internal goal),2,100,105,110.25,113.5575,116.964225,120.47315175,126.4968093375,132.821649804375,136.80629929850625,140.91048827746144,140.91048827746144,140.91048827746144,145.13780292578528,145.13780292578528,152.39469307207455,156.9665338642368,152.25753784830968,156.82526398375896,164.6665271829469,169.6065229984353,169.6065229984353,161.12619684851353,156.29241094305812,156.29241094305812,148.4777903959052,148.4777903959052,148.4777903959052,148.4777903959052,157.3864578196595,157.3864578196595,166.8296452888391,176.83942400616942,171.53424128598434,171.53424128598434,171.53424128598434,181.8262957631434,192.735873508932,183.0990798334854,173.94412584181114,165.2469195497206,156.98457357223455,156.98457357223455,172.683030929458,172.683030929458,164.0488793829851,159.12741300149554,154.35359061145067,154.35359061145067,154.35359061145067,163.61480604813772,163.61480604813772,173.43169441102597,190.77486385212856,202.22135568325626,202.22135568325626,222.4434912515819,235.7901007266768,235.7901007266768,224.00059569034295,224.00059569034295,237.44063143176353,249.3126630033517,249.3126630033517,249.3126630033517,261.7782961535193,269.6316450381249,277.7205943892686,277.7205943892686,261.05735872591254,245.39391720235778,220.854525482122,198.7690729339098,198.7690729339098,186.8429285578752,168.15863570208768,158.06911755996242,148.58497050636467,133.7264734557282,120.35382611015538,108.31844349913985,101.81933688919146,95.71017667583997,86.13915900825597,86.13915900825597,80.97080946776062,72.87372852098456,68.50130480972548,64.39122652114196,57.952103869027766,54.4749776368861,56.10922696599268,56.10922696599268,52.74267334803312,52.74267334803312,54.32495354847411,55.954702154928334,57.63334321957618,57.63334321957618,54.175342626401616,48.757808363761455,48.757808363761455
Herd(internal goal) VS Noise(internal goal),3,100,95,92.15,89.38550000000001,89.38550000000001,89.38550000000001,86.703935,84.10281695,84.10281695,84.10281695,86.62590145850001,89.22467850225502,89.22467850225502,91.90141885732267,89.14437629160298,86.47004500285489,83.87594365276924,86.39222196235231,88.98398862122288,88.98398862122288,88.98398862122288,84.53478919016173,80.30804973065365,80.30804973065365,80.30804973065365,80.30804973065365,85.12653271449287,90.23412467736244,85.72241844349432,83.15074589018948,78.99320859568002,75.04354816589601,72.79224172091914,77.15977622417428,81.78936279762473,79.33568191369599,76.95561145628511,73.10783088347085,70.91459595696674,70.91459595696674,68.78715807825773,68.78715807825773,72.9143875629532,77.28925081673039,81.92660586573422,86.84220221767826,84.23693615114792,84.23693615114792,80.02508934359052,77.6243366632828,75.29560656338433,73.0367383664828,80.34041220313108,88.3744534234442,93.67692062885085,99.2975358665819,109.22728945324009,109.22728945324009,109.22728945324009,105.95047076964289,102.7719566465536,102.7719566465536,107.91055447888128,111.14787111324772,111.14787111324772,114.48230724664515,114.48230724664515,114.48230724664515,103.03407652198064,92.73066886978258,92.73066886978258,95.51258893587605,98.37796660395233,92.47528860771519,86.92677129125228,86.92677129125228,89.53457442998985,80.58111698699086,80.58111698699086,80.58111698699086,82.99855049660059,85.4885070114986,80.35919659080868,82.76997248853294,86.90847111295959,86.90847111295959,86.90847111295959,89.51572524634838,92.20119700373883,94.96723291385099,89.26919893901993,83.91304700267874,78.87826418251801,81.24461210799355,81.24461210799355,76.36993538151394,78.66103344295936,73.9413714363818,73.9413714363818,69.50488915019889,71.59003582470486
Herd(internal goal) VS Noise(internal goal),4,100,97,92.15,92.15,94.9145,97.76193500000001,102.65003175000001,105.72953270250001,105.72953270250001,105.72953270250001,105.72953270250001,108.901418683575,108.901418683575,112.16846124408225,115.53351508140472,115.53351508140472,112.06750962896257,115.42953491783145,118.89242096536638,124.8370420136347,128.58215327404375,136.29708247048637,144.47490741871556,140.1406601961541,140.1406601961541,135.93644039026947,135.93644039026947,149.5300844292964,158.5018894950542,158.5018894950542,158.5018894950542,158.5018894950542,158.5018894950542,158.5018894950542,153.74683281020256,146.05949116969242,146.05949116969242,141.67770643460165,141.67770643460165,137.4273752415636,133.3045539843167,133.3045539843167,141.3028272233757,141.3028272233757,134.2376858622069,127.52580156909654,123.70002752202365,136.070030274226,144.23423209067957,158.65765529974752,158.65765529974752,168.17711461773237,178.26774149479633,196.09451564427596,207.86018658293253,220.3317977779085,242.36497755569934,235.09402822902837,249.19966992277006,274.11963691504707,290.5668151299499,299.28381958384836,281.32679040881743,281.32679040881743,289.76659412108194,298.4595919447144,307.41337970305585,307.41337970305585,307.41337970305585,288.9685769208725,271.6304623056202,255.33263456728298,229.7993711105547,229.7993711105547,236.69335224387132,248.52801985606487,260.9544208488681,274.0021418913115,257.56201337783284,231.80581204004955,231.80581204004955,208.62523083604458,187.76270775244012,168.98643697719612,152.0877932794765,152.0877932794765,156.6504270778608,161.34993989019662,161.34993989019662,151.66894349678483,151.66894349678483,136.50204914710636,128.31192619828,132.1612839842284,132.1612839842284,136.12612250375525,127.95855515352994,127.95855515352994,131.79731180813585,118.61758062732225,111.50052578968292
Herd(internal goal) VS Noise(internal goal),5,100,100,97,92.15,87.5425,87.5425,83.165375,79.00710624999999,75.0567509375,72.805048409375,70.62089695709375,70.62089695709375,68.50227004838094,65.07715654596188,67.02947124234075,69.04035537961097,72.49237314859153,74.66714434304927,76.90715867334075,80.75251660700778,83.17509210521801,91.49260131573982,91.49260131573982,100.6418614473138,106.68037313415263,106.68037313415263,117.3484104475679,129.08325149232468,136.82824658186416,129.98683425277096,123.48749254013241,123.48749254013241,123.48749254013241,123.48749254013241,119.78286776392844,116.18938173101058,112.70370027908027,112.70370027908027,119.46592229582508,126.63387763357458,126.63387763357458,120.30218375189585,116.69311823933897,116.69311823933897,116.69311823933897,110.85846232737202,107.53270845755087,104.30672720382434,104.30672720382434,99.09139084363312,96.11864911832413,96.11864911832413,101.88576806542358,112.07434487196593,118.7988055642839,125.92673389814092,125.92673389814092,125.92673389814092,138.519407287955,152.37134801675052,167.60848281842556,175.98890695934682,181.26857416812723,186.70663139317105,196.04196296282961,201.92322185171452,189.80782854061164,178.41935882817495,183.7719395930202,172.74562321743898,162.38088582439264,170.49993011561227,170.49993011561227,175.61492801908065,180.88337585965306,180.88337585965306,180.88337585965306,162.79503827368774,146.51553444631895,131.86398100168705,118.67758290151835,118.67758290151835,118.67758290151835,122.2379103885639,114.90363576525007,103.41327218872506,97.20847585740155,91.37596730595746,94.11724632513618,96.94076371489027,96.94076371489027,91.12431789199685,91.12431789199685,82.01188610279716,77.09117293662933,79.40390812472822,81.78602536847006,76.87886384636187,79.18522976175272,79.18522976175272,79.18522976175272
Herd(internal goal) VS Noise(internal goal),6,100,103,97.85,92.9575,88.309625,88.309625,90.95891375,93.6876811625,93.6876811625,93.6876811625,89.003297104375,93.45346195959374,96.25706581838155,99.144777792933,99.144777792933,94.18753890328635,94.18753890328635,97.01316507038494,99.92356002249649,102.92126682317138,106.00890482786652,106.00890482786652,112.3694391175385,112.3694391175385,123.60638302929236,119.89819153841358,119.89819153841358,116.30124579226117,110.48618350264812,110.48618350264812,117.115354512807,117.115354512807,124.14227578357543,131.59081233058996,139.48626107042534,139.48626107042534,147.85543673465085,147.85543673465085,147.85543673465085,140.4626648979183,136.24878495098076,136.24878495098076,129.43634570343173,129.43634570343173,122.96452841826014,119.27559256571234,113.31181293742672,120.11052171367233,132.12157388503957,145.33373127354352,154.05375514995615,163.29698045895353,179.62667850484888,179.62667850484888,179.62667850484888,179.62667850484888,179.62667850484888,197.58934635533376,209.4447071366538,209.4447071366538,209.4447071366538,209.4447071366538,196.87802470845457,185.0653432259473,190.6173035227257,179.18026531136218,179.18026531136218,184.55567327070304,190.09234346882414,190.09234346882414,178.68680286069468,178.68680286069468,167.965594689053,151.1690352201477,151.1690352201477,151.1690352201477,142.09889310693882,146.36185990014698,146.36185990014698,146.36185990014698,146.36185990014698,150.7527156971514,135.67744412743625,122.10969971469262,114.78311773181106,114.78311773181106,120.52227361840161,113.29093720129751,113.29093720129751,106.49348096921966,111.81815501768064,115.17269966821105,103.65542970138995,93.28988673125096,87.6924935273759,87.6924935273759,92.0771182037447,94.83943174985704,97.68461470235275,91.82353782021158,91.82353782021158
Herd(internal goal) VS Noise(internal goal),7,100,103,106.09,106.09,102.9073,102.9073,105.99451900000001,100.69479305000002,97.67394925850002,97.67394925850002,94.74373078074501,94.74373078074501,91.90141885732267,91.90141885732267,94.65846142304235,99.39138449419447,96.40964295936864,93.51735367058758,90.71183306046996,90.71183306046996,87.99047806865586,85.35076372659618,90.47180955019195,87.75765526368619,93.02311457950736,88.371958850532,83.9533609080054,79.75569286260513,84.54103443436144,84.54103443436144,84.54103443436144,89.61349650042312,89.61349650042312,89.61349650042312,94.99030629044852,94.99030629044852,100.68972466787542,106.73110814794795,106.73110814794795,103.52917490350951,100.42329965640423,106.44869763578848,117.09356739936733,117.09356739936733,117.09356739936733,128.80292413930405,141.68321655323444,150.18420954642852,165.20263050107138,181.72289355117852,199.89518290629636,211.88889388067415,211.88889388067415,224.6022275135146,247.06245026486607,261.88619728075804,248.79188741672013,248.79188741672013,248.79188741672013,263.71940066172334,255.80781864187165,268.5982095739652,276.6561558611842,276.6561558611842,276.6561558611842,284.9558405370197,284.9558405370197,267.85849010479853,267.85849010479853,241.07264109431867,241.07264109431867,226.60828262865954,226.60828262865954,213.01178567093996,191.71060710384597,180.2079706776152,169.3954924369583,152.45594319326247,143.30858660166672,134.7100714055667,121.23906426501003,121.23906426501003,124.87623619296033,128.62252327874916,128.62252327874916,120.9051718820242,124.53232703848494,128.26829684963948,132.11634575512866,132.11634575512866,124.18936500982095,127.91504596011558,131.75249733891906,123.84734749858391,127.56276792354143,133.9409063197185,137.95913350931005,124.16322015837905,127.88811676313041,120.21482975734259,120.21482975734259
Herd(internal goal) VS Noise(internal goal),8,100,100,103,108.15,113.5575,116.964225,116.964225,116.964225,120.47315175,126.4968093375,130.291713617625,134.20046502615375,134.20046502615375,134.20046502615375,130.17445107536915,126.26921754310807,132.58267842026348,136.56015877287138,132.46335400968525,125.84018630920099,125.84018630920099,138.4242049401211,146.72965723652834,155.53343667072005,147.75676483718405,147.75676483718405,156.6221707274151,166.01950097106,175.98067102932362,186.53951129108304,186.53951129108304,197.73188196854804,209.5957948866609,230.555374375327,244.38869683784662,244.38869683784662,232.1692619959543,220.56079889615657,220.56079889615657,220.56079889615657,213.94397492927186,213.94397492927186,213.94397492927186,213.94397492927186,203.24677618280828,193.08443737366787,187.29190425245784,198.5294185076053,192.57353595237714,192.57353595237714,211.83088954761485,224.54074292047173,246.9948172125189,261.81450624527,261.81450624527,253.96007105791193,241.26206750501635,234.02420547986586,248.06565780865782,248.06565780865782,272.8722235895236,286.5158347689998,295.1113098120698,303.9646491064319,285.726770160046,257.1540931440414,241.7248475553989,227.22135670207496,213.58807529995045,192.2292677699554,173.00634099295988,162.62596053338228,167.50473934938375,172.52988152986526,162.17808863807335,145.960279774266,131.36425179683943,118.22782661715549,106.40504395543994,95.76453955989594,86.18808560390634,77.56927704351571,72.91512042090477,72.91512042090477,72.91512042090477,68.54021319565048,61.68619187608543,61.68619187608543,64.77050146988971,66.7136165139864,62.71079952314721,56.43971957083249,56.43971957083249,56.43971957083249,56.43971957083249,50.79574761374924,47.748002756924286,47.748002756924286,47.748002756924286,47.748002756924286,47.748002756924286
Herd(internal goal) VS Noise(internal goal),9,100,103,106.09,111.39450000000001,114.73633500000001,120.47315175000001,124.08734630250001,130.29171361762502,130.29171361762502,130.29171361762502,136.80629929850627,143.6466142634316,143.6466142634316,143.6466142634316,147.95601269133454,155.35381332590126,160.0144277256783,164.81486055744864,173.05560358532108,173.05560358532108,173.05560358532108,173.05560358532108,167.86393547776146,162.82801741342863,162.82801741342863,172.59769845823433,167.4197675044873,159.04877912926295,159.04877912926295,168.59170587701874,178.70720822963986,189.42964072341826,200.79541916682336,200.79541916682336,190.7556482084822,190.7556482084822,202.20098710099114,202.20098710099114,196.1349574879614,190.25090876332257,190.25090876332257,209.27599963965483,221.8325596180341,235.14251319511615,249.2510639868231,241.7735320672184,265.95088527394023,281.90793839037667,310.09873222941434,310.09873222941434,294.5937956179436,312.26942335502025,331.00558875632146,331.00558875632146,331.00558875632146,364.1061476319536,385.95251648987085,385.95251648987085,409.10966747926307,396.83637745488517,376.9945585821409,354.3748850672124,354.3748850672124,354.3748850672124,354.3748850672124,365.00613161922877,375.95631556780563,375.95631556780563,375.95631556780563,353.3989366337373,353.3989366337373,318.0590429703636,286.2531386733272,257.62782480599446,231.86504232539502,231.86504232539502,238.82099359515686,224.49173397944745,224.49173397944745,231.22648599883087,231.22648599883087,231.22648599883087,217.35289683890102,204.31172302856695,210.44107471942397,216.75430696100668,203.74904854334628,183.37414368901165,165.03672932011048,148.53305638809942,148.53305638809942,133.6797507492895,133.6797507492895,133.6797507492895,133.6797507492895,137.6901432717682,129.4287346754621,129.4287346754621,133.31159671572595,137.31094461719772,141.43027295571366
Herd(internal goal) VS Noise(internal goal),10,100,105,108.15,111.39450000000001,111.39450000000001,108.052665,104.81108505,104.81108505,107.9554176015,107.9554176015,104.716755073455,101.57525242125135,101.57525242125135,104.62250999388888,104.62250999388888,107.76118529370555,107.76118529370555,102.37312602902027,99.30193224814967,102.28099021559416,105.34941992206198,105.34941992206198,100.08194892595888,110.09014381855476,106.78743950399812,103.58381631887818,100.47630182931184,97.46201277443248,94.5381523911995,94.5381523911995,94.5381523911995,89.81124477163952,87.11690742849034,84.50340020563563,80.27823019535384,80.27823019535384,76.26431868558615,72.45110275130683,76.79816891638524,74.49422384889368,70.769512656449,70.769512656449,77.84646392209389,77.84646392209389,82.51725175741953,82.51725175741953,80.04173420469695,77.64048217855604,77.64048217855604,85.40453039641164,85.40453039641164,90.52880222019634,90.52880222019634,90.52880222019634,99.58168244221598,99.58168244221598,109.53985068643757,120.49383575508134,127.72346590038622,135.3868738544094,135.3868738544094,135.3868738544094,121.84818646896846,109.66336782207162,112.95326885673377,116.34186692243578,116.34186692243578,116.34186692243578,109.36135490708963,98.42521941638067,92.51970625139784,83.26773562625806,78.27167148868257,73.57537119936161,75.78263233534246,68.20436910180821,68.20436910180821,68.20436910180821,68.20436910180821,70.25050017486245,63.22545015737621,59.43192314793364,59.43192314793364,53.488730833140274,55.093392758134485,55.093392758134485,51.787789192646414,53.34142286842581,53.34142286842581,53.34142286842581,54.94166555447858,54.94166555447858,54.94166555447858,51.64516562120987,51.64516562120987,48.546455683937275,48.546455683937275,48.546455683937275,50.00284935445539,47.00267839318807,48.41275874498371
